Accession	Source Database	Name	Tax ID	Tax Name	Length	Entry Accession	Matches
Q3HQ56	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	95	IPR000012	1..82
Q3HQ57	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3HQ58	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3HQ59	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3HQ60	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3HQ61	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3HQ62	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3HQ63	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3HQ64	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	94	IPR000012	1..82
Q3HQ65	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3HQ66	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	94	IPR000012	1..82
Q3HQ67	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3HQ68	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3HQ69	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3HQ70	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3HQ71	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3HQ72	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3HQ73	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3HQ74	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3HQ75	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3HQ76	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3HQ77	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	95	IPR000012	1..82
Q3HQ78	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	95	IPR000012	1..82
Q3HQ79	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3HQ80	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3HQ81	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3HQ82	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3HQ83	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3HQ84	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3HQ85	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3HQ86	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3HQ87	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3HQ88	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3HQ89	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3HQ90	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3HQ91	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3HQ92	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3HQ93	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3HQ94	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3HQ95	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	100	IPR000012	1..86
Q3HQ96	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3HQ97	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3HQ98	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3HQ99	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3HQA0	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	97	IPR000012	1..83
Q3HQA1	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	97	IPR000012	1..83
Q3HQA2	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3HQA3	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3HQA4	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3HQA5	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3HQA6	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3HQA7	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3HQA8	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3HQA9	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3HQB0	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3HQB1	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3HQB2	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3HQB3	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3HQB4	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3HQB5	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3HQB6	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3HQB7	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3HQB8	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	95	IPR000012	1..82
Q3HQB9	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3HQC0	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3HQC1	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3HQC2	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3HQC3	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3HQC4	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3HQC5	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3HQC6	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3HQC7	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3HQC8	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3HQC9	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3HQD0	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3HQD1	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3HQD2	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3HQD3	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	95	IPR000012	1..82
Q3HQD4	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3HQD5	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	93	IPR000012	1..79
Q3HQD6	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3HQD7	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	97	IPR000012	1..83
Q3HQD8	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3HQD9	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3HQE0	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3HQE1	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3HQE2	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3HQE3	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3HQE4	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	95	IPR000012	1..82
Q3HQE5	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3HQE6	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3HQE7	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3HQE8	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3HQE9	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3HQF0	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3HQF1	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	100	IPR000012	1..86
Q3HQF2	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3HQF3	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3HQF4	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3HQF5	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3HQF6	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3HQF7	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3HQF8	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3HQF9	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3HQG0	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3HQG1	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3HQG2	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3HQG3	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3HQG4	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3HQG5	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3HQG6	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	95	IPR000012	1..82
Q3HQG7	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3HQG8	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3HQG9	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3HQH0	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3HQH1	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3HQH2	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3HQH3	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3HQH4	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3HQH5	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3HQH6	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3HQH7	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3HQH8	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3HQH9	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3HQI0	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	94	IPR000012	1..82
Q3HQI1	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3HQI2	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3HQI3	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3HQI4	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3HQI5	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3HQI6	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	95	IPR000012	1..82
Q3HQI7	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3HQI8	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3HQI9	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3HQJ0	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3HQJ1	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3HQJ2	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3HQJ3	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3HQJ4	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3HQJ5	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3HQJ6	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	95	IPR000012	1..82
Q3HQJ7	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3HQJ8	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3HQJ9	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3HQK0	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3HQK1	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3HQK2	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3HQK3	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3HQK4	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3HQK5	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	94	IPR000012	1..82
Q3HQK6	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3HQK7	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3HQK8	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3HQK9	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3HQL0	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	95	IPR000012	1..82
Q3HQL1	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3HQL2	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3HQL3	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3HQL4	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	92	IPR000012	2..78
Q3HQL5	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3HQL6	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	95	IPR000012	1..82
Q3HQL7	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3HQL8	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	95	IPR000012	1..82
Q3HQL9	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3HQM0	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3HQM1	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3HQM2	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	97	IPR000012	1..83
Q3HQM3	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3HQM4	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3HQM5	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3HQM6	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	97	IPR000012	1..83
Q3HQM7	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3HQM8	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3HQM9	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3HQN0	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	94	IPR000012	1..82
Q3HQN1	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	97	IPR000012	1..83
Q3HQN2	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3HQN3	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3HQN4	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3HQN5	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	97	IPR000012	1..83
Q3HQN6	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3HQN7	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3HQN8	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3HQN9	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3HQP0	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	95	IPR000012	1..82
Q3HQP1	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	97	IPR000012	1..83
Q3HQP2	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3HQP3	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3HQP4	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3HQP5	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3HQP6	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3HQP7	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3HQP8	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3HQP9	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3HQQ0	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	95	IPR000012	1..82
Q3HQQ1	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3HQQ2	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3HQQ3	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3HQQ4	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3HQQ5	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3HQQ6	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3HQQ7	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3HQQ8	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	94	IPR000012	1..82
Q3HQQ9	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	97	IPR000012	1..83
Q3HQR0	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3HQR1	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3HQR2	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3HQR3	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3HQR4	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3HQR5	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3HQR6	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3HQR7	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3HQR8	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3HQR9	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3HQS0	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3HQS1	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3HQS2	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3HQS3	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3HQS4	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3HQS5	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	97	IPR000012	1..83
Q3S416	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3S425	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3S434	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3S443	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3S452	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3S458	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	95	IPR000012	1..82
Q3S467	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3S5D4	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3S5E2	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3S5F0	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3S5F9	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	95	IPR000012	1..82
Q3S5H2	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	53	IPR000012	1..53
Q3S5I9	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3S5J8	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3S5L5	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3S5M4	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3S5N3	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3S5P1	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3S5Q0	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3S5Q9	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3S5R8	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3S5S7	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3S5T6	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3S5U5	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3S5V3	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3S5W2	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3S5X1	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3S5Y0	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3S5Y9	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3S5Z8	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3S9Q8	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3S9R7	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3S9S5	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3S9U0	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3S9W1	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3S9Y3	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3SA01	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3SA10	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3SA19	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q3T2K3	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q462M8	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q462N7	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q462P6	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q49IG0	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q4A3K1	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q4A3L0	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
Q4A3L7	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	97	IPR000012	1..82
Q4A3M6	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	97	IPR000012	1..82
